prov_kode_bps,prov_nama_bps,prov_kode_dagri,prov_nama_dagri,city_kode_bps,city_nama_bps,city_kode_dagri,city_nama_dagri
35,JAWA TIMUR,35,JAWA TIMUR,3509,JEMBER,35.09,KABUPATEN JEMBER
35,JAWA TIMUR,35,JAWA TIMUR,3510,BANYUWANGI,35.1,KABUPATEN BANYUWANGI
35,JAWA TIMUR,35,JAWA TIMUR,3511,BONDOWOSO,35.11,KABUPATEN BONDOWOSO
35,JAWA TIMUR,35,JAWA TIMUR,3512,SITUBONDO,35.12,KABUPATEN SITUBONDO
35,JAWA TIMUR,35,JAWA TIMUR,3513,PROBOLINGGO,35.13,KABUPATEN PROBOLINGGO
35,JAWA TIMUR,35,JAWA TIMUR,3514,PASURUAN,35.14,KABUPATEN PASURUAN
35,JAWA TIMUR,35,JAWA TIMUR,3515,SIDOARJO,35.15,KABUPATEN SIDOARJO
35,JAWA TIMUR,35,JAWA TIMUR,3516,MOJOKERTO,35.16,KABUPATEN MOJOKERTO
35,JAWA TIMUR,35,JAWA TIMUR,3517,JOMBANG,35.17,KABUPATEN JOMBANG
35,JAWA TIMUR,35,JAWA TIMUR,3518,NGANJUK,35.18,KABUPATEN NGANJUK
35,JAWA TIMUR,35,JAWA TIMUR,3519,MADIUN,35.19,KABUPATEN MADIUN
35,JAWA TIMUR,35,JAWA TIMUR,3520,MAGETAN,35.2,KABUPATEN MAGETAN
35,JAWA TIMUR,35,JAWA TIMUR,3521,NGAWI,35.21,KABUPATEN NGAWI
35,JAWA TIMUR,35,JAWA TIMUR,3522,BOJONEGORO,35.22,KABUPATEN BOJONEGORO
35,JAWA TIMUR,35,JAWA TIMUR,3523,TUBAN,35.23,KABUPATEN TUBAN
35,JAWA TIMUR,35,JAWA TIMUR,3524,LAMONGAN,35.24,KABUPATEN LAMONGAN
35,JAWA TIMUR,35,JAWA TIMUR,3525,GRESIK,35.25,KABUPATEN GRESIK
35,JAWA TIMUR,35,JAWA TIMUR,3526,BANGKALAN,35.26,KABUPATEN BANGKALAN
35,JAWA TIMUR,35,JAWA TIMUR,3527,SAMPANG,35.27,KABUPATEN SAMPANG
35,JAWA TIMUR,35,JAWA TIMUR,3528,PAMEKASAN,35.28,KABUPATEN PAMEKASAN
35,JAWA TIMUR,35,JAWA TIMUR,3529,SUMENEP,35.29,KABUPATEN SUMENEP
35,JAWA TIMUR,35,JAWA TIMUR,3571,KEDIRI,35.71,KOTA KEDIRI
35,JAWA TIMUR,35,JAWA TIMUR,3572,BLITAR,35.72,KOTA BLITAR
35,JAWA TIMUR,35,JAWA TIMUR,3573,MALANG,35.73,KOTA MALANG
35,JAWA TIMUR,35,JAWA TIMUR,3574,PROBOLINGGO,35.74,KOTA PROBOLINGGO
35,JAWA TIMUR,35,JAWA TIMUR,3575,PASURUAN,35.75,KOTA PASURUAN
35,JAWA TIMUR,35,JAWA TIMUR,3576,MOJOKERTO,35.76,KOTA MOJOKERTO
35,JAWA TIMUR,35,JAWA TIMUR,3577,MADIUN,35.77,KOTA MADIUN
35,JAWA TIMUR,35,JAWA TIMUR,3578,SURABAYA,35.78,KOTA SURABAYA
35,JAWA TIMUR,35,JAWA TIMUR,3579,BATU,35.79,KOTA BATU
32,JAWA BARAT,32,JAWA BARAT,3201,BOGOR,32.01,KABUPATEN BOGOR
32,JAWA BARAT,32,JAWA BARAT,3202,SUKABUMI,32.02,KABUPATEN SUKABUMI
32,JAWA BARAT,32,JAWA BARAT,3203,CIANJUR,32.03,KABUPATEN CIANJUR
32,JAWA BARAT,32,JAWA BARAT,3204,BANDUNG,32.04,KABUPATEN BANDUNG
32,JAWA BARAT,32,JAWA BARAT,3205,GARUT,32.05,KABUPATEN GARUT
32,JAWA BARAT,32,JAWA BARAT,3206,TASIKMALAYA,32.06,KABUPATEN TASIKMALAYA
32,JAWA BARAT,32,JAWA BARAT,3207,CIAMIS,32.07,KABUPATEN CIAMIS
32,JAWA BARAT,32,JAWA BARAT,3208,KUNINGAN,32.08,KABUPATEN KUNINGAN
32,JAWA BARAT,32,JAWA BARAT,3209,CIREBON,32.09,KABUPATEN CIREBON
32,JAWA BARAT,32,JAWA BARAT,3210,MAJALENGKA,32.1,KABUPATEN MAJALENGKA
32,JAWA BARAT,32,JAWA BARAT,3211,SUMEDANG,32.11,KABUPATEN SUMEDANG
32,JAWA BARAT,32,JAWA BARAT,3212,INDRAMAYU,32.12,KABUPATEN INDRAMAYU
32,JAWA BARAT,32,JAWA BARAT,3213,SUBANG,32.13,KABUPATEN SUBANG
32,JAWA BARAT,32,JAWA BARAT,3214,PURWAKARTA,32.14,KABUPATEN PURWAKARTA
32,JAWA BARAT,32,JAWA BARAT,3215,KARAWANG,32.15,KABUPATEN KARAWANG
32,JAWA BARAT,32,JAWA BARAT,3216,BEKASI,32.16,KABUPATEN BEKASI
32,JAWA BARAT,32,JAWA BARAT,3217,BANDUNG BARAT,32.17,KABUPATEN BANDUNG BARAT
32,JAWA BARAT,32,JAWA BARAT,3218,PANGANDARAN,32.18,KABUPATEN PANGANDARAN
32,JAWA BARAT,32,JAWA BARAT,3271,BOGOR,32.71,KOTA BOGOR
32,JAWA BARAT,32,JAWA BARAT,3272,SUKABUMI,32.72,KOTA SUKABUMI
32,JAWA BARAT,32,JAWA BARAT,3273,BANDUNG,32.73,KOTA BANDUNG
32,JAWA BARAT,32,JAWA BARAT,3274,CIREBON,32.74,KOTA CIREBON
32,JAWA BARAT,32,JAWA BARAT,3275,BEKASI,32.75,KOTA BEKASI
32,JAWA BARAT,32,JAWA BARAT,3276,DEPOK,32.76,KOTA DEPOK
32,JAWA BARAT,32,JAWA BARAT,3277,CIMAHI,32.77,KOTA CIMAHI
32,JAWA BARAT,32,JAWA BARAT,3278,TASIKMALAYA,32.78,KOTA TASIKMALAYA
32,JAWA BARAT,32,JAWA BARAT,3279,BANJAR,32.79,KOTA BANJAR
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6301,TANAH LAUT,63.01,KABUPATEN TANAH LAUT
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6302,KOTABARU,63.02,KABUPATEN KOTABARU
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6303,BANJAR,63.03,KABUPATEN BANJAR
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6304,BARITO KUALA,63.04,KABUPATEN BARITO KUALA
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6305,TAPIN,63.05,KABUPATEN TAPIN
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6306,HULU SUNGAI SELATAN,63.06,KABUPATEN HULU SUNGAI SELATAN
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6307,HULU SUNGAI TENGAH,63.07,KABUPATEN HULU SUNGAI TENGAH
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6308,HULU SUNGAI UTARA,63.08,KABUPATEN HULU SUNGAI UTARA
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6309,TABALONG,63.09,KABUPATEN TABALONG
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6310,TANAH BUMBU,63.1,KABUPATEN TANAH BUMBU
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6311,BALANGAN,63.11,KABUPATEN BALANGAN
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6371,BANJARMASIN,63.71,KOTA BANJARMASIN
63,KALIMANTAN SELATAN,63,KALIMANTAN SELATAN,6372,BANJARBARU,63.72,KOTA BANJARBARU
34,DI YOGYAKARTA,34,DI YOGYAKARTA,3401,KULON PROGO,34.01,KABUPATEN KULON PROGO
34,DI YOGYAKARTA,34,DI YOGYAKARTA,3402,BANTUL,34.02,KABUPATEN BANTUL
34,DI YOGYAKARTA,34,DI YOGYAKARTA,3403,GUNUNGKIDUL,34.03,KABUPATEN GUNUNGKIDUL
34,DI YOGYAKARTA,34,DI YOGYAKARTA,3404,SLEMAN,34.04,KABUPATEN SLEMAN
34,DI YOGYAKARTA,34,DI YOGYAKARTA,3471,YOGYAKARTA,34.71,KOTA YOGYAKARTA
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5201,LOMBOK BARAT,52.01,KABUPATEN LOMBOK BARAT
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5202,LOMBOK TENGAH,52.02,KABUPATEN LOMBOK TENGAH
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5203,LOMBOK TIMUR,52.03,KABUPATEN LOMBOK TIMUR
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5204,SUMBAWA,52.04,KABUPATEN SUMBAWA
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5205,DOMPU,52.05,KABUPATEN DOMPU
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5206,BIMA,52.06,KABUPATEN BIMA
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5207,SUMBAWA BARAT,52.07,KABUPATEN SUMBAWA BARAT
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5208,LOMBOK UTARA,52.08,KABUPATEN LOMBOK UTARA
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5271,MATARAM,52.71,KOTA MATARAM
52,NUSA TENGGARA BARAT,52,NUSA TENGGARA BARAT,5272,BIMA,52.72,KOTA BIMA
14,RIAU,14,RIAU,1401,KUANTAN SINGINGI,14.09,KABUPATEN KUANTAN SINGINGI
14,RIAU,14,RIAU,1402,INDRAGIRI HULU,14.02,KABUPATEN INDRAGIRI HULU
14,RIAU,14,RIAU,1403,INDRAGIRI HILIR,14.04,KABUPATEN INDRAGIRI HILIR
14,RIAU,14,RIAU,1404,PELALAWAN,14.05,KABUPATEN  PELALAWAN
14,RIAU,14,RIAU,1405,SIAK,14.08,KABUPATEN SIAK
14,RIAU,14,RIAU,1406,KAMPAR,14.01,KABUPATEN KAMPAR
14,RIAU,14,RIAU,1407,ROKAN HULU,14.06,KABUPATEN  ROKAN HULU
14,RIAU,14,RIAU,1408,BENGKALIS,14.03,KABUPATEN BENGKALIS
14,RIAU,14,RIAU,1409,ROKAN HILIR,14.07,KABUPATEN  ROKAN HILIR
14,RIAU,14,RIAU,1410,KEPULAUAN MERANTI,14.1,KABUPATEN KEPULAUAN MERANTI
14,RIAU,14,RIAU,1471,PEKANBARU,14.71,KOTA PEKANBARU
14,RIAU,14,RIAU,1473,DUMAI,14.72,KOTA DUMAI
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6401,PASER,64.01,KABUPATEN PASER
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6402,KUTAI BARAT,64.07,KABUPATEN KUTAI BARAT
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6403,KUTAI KARTANEGARA,64.02,KABUPATEN KUTAI KARTANEGARA
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6404,KUTAI TIMUR,64.08,KABUPATEN KUTAI TIMUR
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6405,BERAU,64.03,KABUPATEN BERAU
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6409,PENAJAM PASER UTARA,64.09,KABUPATEN PENAJAM PASER UTARA
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6411,MAHAKAM ULU,64.11,KABUPATEN MAHAKAM ULU
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6471,BALIKPAPAN,64.71,KOTA BALIKPAPAN
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6472,SAMARINDA,64.72,KOTA SAMARINDA
64,KALIMANTAN TIMUR,64,KALIMANTAN TIMUR,6474,BONTANG,64.74,KOTA BONTANG
65,KALIMANTAN UTARA,65,KALIMANTAN UTARA,6501,MALINAU,65.02,KABUPATEN MALINAU
65,KALIMANTAN UTARA,65,KALIMANTAN UTARA,6502,BULUNGAN,65.01,KABUPATEN BULUNGAN
65,KALIMANTAN UTARA,65,KALIMANTAN UTARA,6503,TANA TIDUNG,65.04,KABUPATEN TANA TIDUNG
65,KALIMANTAN UTARA,65,KALIMANTAN UTARA,6504,NUNUKAN,65.03,KABUPATEN NUNUKAN
65,KALIMANTAN UTARA,65,KALIMANTAN UTARA,6571,TARAKAN,65.71,KOTA TARAKAN
71,SULAWESI UTARA,71,SULAWESI UTARA,7101,BOLAANG MONGONDOW,71.01,KABUPATEN BOLAANG MONGONDOW
71,SULAWESI UTARA,71,SULAWESI UTARA,7102,MINAHASA,71.02,KABUPATEN MINAHASA
71,SULAWESI UTARA,71,SULAWESI UTARA,7103,KEPULAUAN SANGIHE,71.03,KABUPATEN KEPULAUAN SANGIHE
71,SULAWESI UTARA,71,SULAWESI UTARA,7104,KEPULAUAN TALAUD,71.04,KABUPATEN KEPULAUAN TALAUD
71,SULAWESI UTARA,71,SULAWESI UTARA,7105,MINAHASA SELATAN,71.05,KABUPATEN MINAHASA SELATAN
71,SULAWESI UTARA,71,SULAWESI UTARA,7106,MINAHASA UTARA,71.06,KABUPATEN MINAHASA UTARA
71,SULAWESI UTARA,71,SULAWESI UTARA,7107,BOLAANG MONGONDOW UTARA,71.08,KABUPATEN BOLAANG MONGONDOW UTARA
71,SULAWESI UTARA,71,SULAWESI UTARA,7108,KEPULAUAN SIAU TAGULANDANG BIARO,71.09,KABUPATEN KEP. SIAU TAGULANDANG BIARO
71,SULAWESI UTARA,71,SULAWESI UTARA,7109,MINAHASA TENGGARA,71.07,KABUPATEN MINAHASA TENGGARA
71,SULAWESI UTARA,71,SULAWESI UTARA,7110,BOLAANG MONGONDOW SELATAN,71.11,KABUPATEN BOLAANG MONGONDOW SELATAN
71,SULAWESI UTARA,71,SULAWESI UTARA,7111,BOLAANG MONGONDOW TIMUR,71.1,KABUPATEN BOLAANG MONGONDOW TIMUR
71,SULAWESI UTARA,71,SULAWESI UTARA,7171,MANADO,71.71,KOTA MANADO
71,SULAWESI UTARA,71,SULAWESI UTARA,7172,BITUNG,71.72,KOTA BITUNG
71,SULAWESI UTARA,71,SULAWESI UTARA,7173,TOMOHON,71.73,KOTA TOMOHON
71,SULAWESI UTARA,71,SULAWESI UTARA,7174,KOTAMOBAGU,71.74,KOTA KOTAMOBAGU
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7301,KEPULAUAN SELAYAR,73.01,KABUPATEN KEPULAUAN SELAYAR
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7302,BULUKUMBA,73.02,KABUPATEN BULUKUMBA
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7303,BANTAENG,73.03,KABUPATEN BANTAENG
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7304,JENEPONTO,73.04,KABUPATEN JENEPONTO
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7305,TAKALAR,73.05,KABUPATEN TAKALAR
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7306,GOWA,73.06,KABUPATEN GOWA
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7307,SINJAI,73.07,KABUPATEN SINJAI
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7308,MAROS,73.09,KABUPATEN MAROS
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7309,PANGKAJENE DAN KEPULAUAN,73.1,KABUPATEN PANGKAJENE DAN KEPULAUAN
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7310,BARRU,73.11,KABUPATEN BARRU
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7311,BONE,73.08,KABUPATEN BONE
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7312,SOPPENG,73.12,KABUPATEN SOPPENG
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7313,WAJO,73.13,KABUPATEN WAJO
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7314,SIDENRENG RAPPANG,73.14,KABUPATEN SIDENRENG RAPPANG
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7315,PINRANG,73.15,KABUPATEN PINRANG
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7316,ENREKANG,73.16,KABUPATEN ENREKANG
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7317,LUWU,73.17,KABUPATEN LUWU
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7318,TANA TORAJA,73.18,KABUPATEN TANA TORAJA
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7322,LUWU UTARA,73.22,KABUPATEN LUWU UTARA
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7325,LUWU TIMUR,73.24,KABUPATEN LUWU TIMUR
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7326,TORAJA UTARA,73.26,KABUPATEN TORAJA UTARA
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7371,MAKASSAR,73.71,KOTA MAKASSAR
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7372,PAREPARE,73.72,KOTA PAREPARE
73,SULAWESI SELATAN,73,SULAWESI SELATAN,7373,PALOPO,73.73,KOTA PALOPO
76,SULAWESI BARAT,76,SULAWESI BARAT,7601,MAJENE,76.05,KABUPATEN MAJENE
76,SULAWESI BARAT,76,SULAWESI BARAT,7602,POLEWALI MANDAR,76.04,KABUPATEN POLEWALI MANDAR
76,SULAWESI BARAT,76,SULAWESI BARAT,7603,MAMASA,76.03,KABUPATEN MAMASA
76,SULAWESI BARAT,76,SULAWESI BARAT,7604,MAMUJU,76.02,KABUPATEN MAMUJU
76,SULAWESI BARAT,76,SULAWESI BARAT,7605,PASANGKAYU,76.01,KABUPATEN PASANGKAYU
76,SULAWESI BARAT,76,SULAWESI BARAT,7606,MAMUJU TENGAH,76.06,KABUPATEN MAMUJU TENGAH
82,MALUKU UTARA,82,MALUKU UTARA,8201,HALMAHERA BARAT,82.01,KABUPATEN HALMAHERA BARAT
82,MALUKU UTARA,82,MALUKU UTARA,8202,HALMAHERA TENGAH,82.02,KABUPATEN HALMAHERA TENGAH
82,MALUKU UTARA,82,MALUKU UTARA,8203,KEPULAUAN SULA,82.05,KABUPATEN KEPULAUAN SULA
82,MALUKU UTARA,82,MALUKU UTARA,8204,HALMAHERA SELATAN,82.04,KABUPATEN HALMAHERA SELATAN
82,MALUKU UTARA,82,MALUKU UTARA,8205,HALMAHERA UTARA,82.03,KABUPATEN HALMAHERA UTARA
82,MALUKU UTARA,82,MALUKU UTARA,8206,HALMAHERA TIMUR,82.06,KABUPATEN HALMAHERA TIMUR
82,MALUKU UTARA,82,MALUKU UTARA,8207,PULAU MOROTAI,82.07,KABUPATEN PULAU MOROTAI
82,MALUKU UTARA,82,MALUKU UTARA,8208,PULAU TALIABU,82.08,KABUPATEN PULAU TALIABU
82,MALUKU UTARA,82,MALUKU UTARA,8271,TERNATE,82.71,KOTA TERNATE
82,MALUKU UTARA,82,MALUKU UTARA,8272,TIDORE KEPULAUAN,82.72,KOTA TIDORE KEPULAUAN
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7201,BANGGAI KEPULAUAN,72.07,KABUPATEN BANGGAI KEPULAUAN
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7202,BANGGAI,72.01,KABUPATEN BANGGAI
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7203,MOROWALI,72.06,KABUPATEN MOROWALI
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7204,POSO,72.02,KABUPATEN POSO
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7205,DONGGALA,72.03,KABUPATEN DONGGALA
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7206,TOLI-TOLI,72.04,KABUPATEN TOLI-TOLI
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7207,BUOL,72.05,KABUPATEN BUOL
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7208,PARIGI MOUTONG,72.08,KABUPATEN PARIGI MOUTONG
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7209,TOJO UNA-UNA,72.09,KABUPATEN TOJO UNA UNA
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7210,SIGI,72.1,KABUPATEN SIGI
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7211,BANGGAI LAUT,72.11,KABUPATEN BANGGAI LAUT
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7212,MOROWALI UTARA,72.12,KABUPATEN MOROWALI UTARA
72,SULAWESI TENGAH,72,SULAWESI TENGAH,7271,PALU,72.71,KOTA PALU
81,MALUKU,81,MALUKU,8101,KEPULAUAN TANIMBAR,81.03,KABUPATEN KEPULAUAN TANIMBAR
81,MALUKU,81,MALUKU,8102,MALUKU TENGGARA,81.02,KABUPATEN MALUKU TENGGARA
81,MALUKU,81,MALUKU,8103,MALUKU TENGAH,81.01,KABUPATEN MALUKU TENGAH
81,MALUKU,81,MALUKU,8104,BURU,81.04,KABUPATEN BURU
81,MALUKU,81,MALUKU,8105,KEPULAUAN ARU,81.07,KABUPATEN KEPULAUAN ARU
81,MALUKU,81,MALUKU,8106,SERAM BAGIAN BARAT,81.06,KABUPATEN SERAM BAGIAN BARAT
81,MALUKU,81,MALUKU,8107,SERAM BAGIAN TIMUR,81.05,KABUPATEN SERAM BAGIAN TIMUR
81,MALUKU,81,MALUKU,8108,MALUKU BARAT DAYA,81.08,KABUPATEN MALUKU BARAT DAYA
81,MALUKU,81,MALUKU,8109,BURU SELATAN,81.09,KABUPATEN BURU SELATAN
81,MALUKU,81,MALUKU,8171,AMBON,81.71,KOTA AMBON
81,MALUKU,81,MALUKU,8172,TUAL,81.72,KOTA TUAL
75,GORONTALO,75,GORONTALO,7501,BOALEMO,75.02,KABUPATEN BOALEMO
75,GORONTALO,75,GORONTALO,7502,GORONTALO,75.01,KABUPATEN GORONTALO
75,GORONTALO,75,GORONTALO,7503,POHUWATO,75.04,KABUPATEN POHUWATO
75,GORONTALO,75,GORONTALO,7504,BONE BOLANGO,75.03,KABUPATEN BONE BOLANGO
75,GORONTALO,75,GORONTALO,7505,GORONTALO UTARA,75.05,KABUPATEN GORONTALO UTARA
75,GORONTALO,75,GORONTALO,7571,GORONTALO,75.71,KOTA GORONTALO
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7401,BUTON,74.04,KABUPATEN BUTON
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7402,MUNA,74.03,KABUPATEN MUNA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7403,KONAWE,74.02,KABUPATEN KONAWE
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7404,KOLAKA,74.01,KABUPATEN KOLAKA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7405,KONAWE SELATAN,74.05,KABUPATEN KONAWE SELATAN
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7406,BOMBANA,74.06,KABUPATEN BOMBANA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7407,WAKATOBI,74.07,KABUPATEN WAKATOBI
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7408,KOLAKA UTARA,74.08,KABUPATEN KOLAKA UTARA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7409,BUTON UTARA,74.1,KABUPATEN BUTON UTARA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7410,KONAWE UTARA,74.09,KABUPATEN KONAWE UTARA
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7411,KOLAKA TIMUR,74.11,KABUPATEN KOLAKA TIMUR
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7412,KONAWE KEPULAUAN,74.12,KABUPATEN KONAWE KEPULAUAN
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7413,MUNA BARAT,74.13,KABUPATEN MUNA BARAT
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7414,BUTON TENGAH,74.14,KABUPATEN BUTON TENGAH
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7415,BUTON SELATAN,74.15,KABUPATEN BUTON SELATAN
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7471,KENDARI,74.71,KOTA KENDARI
74,SULAWESI TENGGARA,74,SULAWESI TENGGARA,7472,BAUBAU,74.72,KOTA BAU BAU
95,PAPUA SELATAN,93,PAPUA SELATAN,9501,MERAUKE,93.01,KABUPATEN MERAUKE
95,PAPUA SELATAN,93,PAPUA SELATAN,9502,BOVEN DIGOEL,93.02,KABUPATEN BOVEN DIGOEL
95,PAPUA SELATAN,93,PAPUA SELATAN,9503,MAPPI,93.03,KABUPATEN MAPPI
95,PAPUA SELATAN,93,PAPUA SELATAN,9504,ASMAT,93.04,KABUPATEN ASMAT
94,PAPUA,91,PAPUA,9403,JAYAPURA,91.03,KABUPATEN JAYAPURA
94,PAPUA,91,PAPUA,9408,KEPULAUAN YAPEN,91.05,KABUPATEN KEPULAUAN YAPEN
94,PAPUA,91,PAPUA,9409,BIAK NUMFOR,91.06,KABUPATEN BIAK NUMFOR
94,PAPUA,91,PAPUA,9419,SARMI,91.1,KABUPATEN SARMI
94,PAPUA,91,PAPUA,9420,KEEROM,91.11,KABUPATEN KEEROM
94,PAPUA,91,PAPUA,9426,WAROPEN,91.15,KABUPATEN WAROPEN
94,PAPUA,91,PAPUA,9427,SUPIORI,91.19,KABUPATEN SUPIORI
94,PAPUA,91,PAPUA,9428,MAMBERAMO RAYA,91.2,KABUPATEN MAMBERAMO RAYA
94,PAPUA,91,PAPUA,9471,JAYAPURA,91.71,KOTA JAYAPURA
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9201,RAJA AMPAT,96.03,KABUPATEN RAJA AMPAT
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9202,SORONG,96.01,KABUPATEN SORONG
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9203,SORONG SELATAN,96.02,KABUPATEN SORONG SELATAN
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9204,MAYBRAT,96.05,KABUPATEN MAYBRAT
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9205,TAMBRAUW,96.04,KABUPATEN TAMBRAUW
92,PAPUA BARAT DAYA,96,PAPUA BARAT DAYA,9271,SORONG,96.71,KOTA SORONG
91,PAPUA BARAT,92,PAPUA BARAT,9101,FAKFAK,92.03,KABUPATEN FAK FAK
91,PAPUA BARAT,92,PAPUA BARAT,9102,KAIMANA,92.08,KABUPATEN KAIMANA
91,PAPUA BARAT,92,PAPUA BARAT,9103,TELUK WONDAMA,92.07,KABUPATEN TELUK WONDAMA
91,PAPUA BARAT,92,PAPUA BARAT,9104,TELUK BINTUNI,92.06,KABUPATEN TELUK BINTUNI
91,PAPUA BARAT,92,PAPUA BARAT,9105,MANOKWARI,92.02,KABUPATEN MANOKWARI
91,PAPUA BARAT,92,PAPUA BARAT,9111,MANOKWARI SELATAN,92.11,KABUPATEN MANOKWARI SELATAN
91,PAPUA BARAT,92,PAPUA BARAT,9112,PEGUNUNGAN ARFAK,92.12,KABUPATEN PEGUNUNGAN ARFAK
96,PAPUA TENGAH,94,PAPUA TENGAH,9601,MIMIKA,94.04,KABUPATEN MIMIKA
96,PAPUA TENGAH,94,PAPUA TENGAH,9602,DOGIYAI,94.06,KABUPATEN DOGIYAI
96,PAPUA TENGAH,94,PAPUA TENGAH,9603,DEIYAI,94.08,KABUPATEN DEIYAI
96,PAPUA TENGAH,94,PAPUA TENGAH,9604,NABIRE,94.01,KABUPATEN NABIRE
96,PAPUA TENGAH,94,PAPUA TENGAH,9605,PANIAI,94.03,KABUPATEN PANIAI
96,PAPUA TENGAH,94,PAPUA TENGAH,9606,INTAN JAYA,94.07,KABUPATEN INTAN JAYA
